UID,ID,Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
309,309,Tipster A,30/11/2015,Wolverhampton,Edith Weston,Each Way,13,Lose,TRUE
310,310,Tipster A,30/11/2015,Wolverhampton,Rock Of Monaco,Each Way,8,Win,TRUE
311,311,Tipster A,30/11/2015,Wolverhampton,Russian Radiance,Win,3.5,Win,TRUE
312,312,Tipster A,30/11/2015,Kempton,Sunbaked,Win,3.5,Lose,TRUE
313,313,Tipster A,01/12/2015,SouthWell,Crosspark,Win,3,Lose,TRUE
314,314,Tipster A,01/12/2015,Aintree,Saint Raph,Win,4,Lose,TRUE
315,315,Tipster A,01/12/2015,Wolverhampton,The Gay Cavalier,Win,4,Lose,TRUE
316,316,Tipster A,02/12/2015,Lingfield,Cottesloe,Each Way,11,Lose,TRUE
317,317,Tipster A,02/12/2015,Ludlow,Tara Mist,Win,5,Lose,TRUE
318,318,Tipster A,03/12/2015,Leicester,Moscow Me,Win,3,Lose,TRUE
319,319,Tipster A,03/12/2015,Wincanton,Kings Apollo,Each Way,11,Lose,TRUE
320,320,Tipster A,03/12/2015,Market Rasen,Nebula Storm,Win,4,Lose,TRUE
321,321,Tipster A,03/12/2015,Kempton,Aldeburgh,Each Way,9,Lose,TRUE
322,322,Tipster A,04/12/2015,Exeter,St Dominick,Each Way,6.5,Lose,TRUE
323,323,Tipster A,04/12/2015,Sandown,Label Des Obeaux,Each Way,4.5,Win,TRUE
324,324,Tipster A,04/12/2015,Exeter,Never Says Never,Win,2,Lose,TRUE
325,325,Tipster A,04/12/2015,Wolverhampton,Ejayteekay,Each Way,5.5,Lose,TRUE
326,326,Tipster A,04/12/2015,Dundalk,Little Sweetheart,Each Way,4,Win,TRUE
327,327,Tipster A,05/12/2015,Wetherby,Bobs Lady Tamure,Each Way,17,Lose,TRUE
328,328,Tipster A,05/12/2015,Sandown,Vibrato Valtat,Win,3,Lose,TRUE
329,329,Tipster A,05/12/2015,Wolverhampton,Quatrieme Ami,Each Way,5,Win,TRUE
330,330,Tipster A,06/12/2015,Punchestown,Empire Of Dirt,Win,4.5,Lose,TRUE
331,331,Tipster A,06/12/2015,Huntingdon,La Bague Au Roi,Win,1.91,Win,TRUE
332,332,Tipster A,07/12/2015,Lingfield,Enaad,Win,2.25,Win,TRUE
333,333,Tipster A,07/12/2015,Chelmsford,Mighty Zip,Each Way,6,Win,TRUE
334,334,Tipster A,07/12/2015,Chelmsford,Supersta,Win,2.1,Win,TRUE
335,335,Tipster A,08/12/2015,SouthWell,Grey Destiny,Each Way,5,Lose,TRUE
336,336,Tipster A,08/12/2015,Uttoxeter,Baywing,Win,2.75,Win,TRUE
337,337,Tipster A,08/12/2015,SouthWell,Tigers Home,Win,3,Lose,TRUE
338,338,Tipster A,08/12/2015,Uttoxeter,April Dusk,Win,3,Win,TRUE
339,339,Tipster A,09/12/2015,Lingfield,Silver Quay,Win,2.25,Lose,TRUE
340,340,Tipster A,09/12/2015,Lingfield,Big Time,Win,3,Lose,TRUE
341,341,Tipster A,09/12/2015,Lingfield,Outer Space,Win,5,Lose,TRUE
342,342,Tipster A,10/12/2015,Warwick,Capilla,Win,2.2,Lose,TRUE
343,343,Tipster A,10/12/2015,Taunton,Sidbury Hill,Win,3.5,Lose,TRUE
344,344,Tipster A,10/12/2015,Warwick,Cyclop,Win,3,Win,TRUE
345,345,Tipster A,11/12/2015,Cheltenham,A Hare Breath,Win,3.25,Lose,TRUE
346,346,Tipster A,11/12/2015,Cheltenham,One Track Mind,Each Way,4.33,Lose,TRUE
347,347,Tipster A,12/12/2015,Doncaster,Holly Bush Henry,Win,3.5,Win,TRUE
348,348,Tipster A,12/12/2015,Cheltenham,Sceau Royal,Win,3.5,Win,TRUE
349,349,Tipster A,12/12/2015,Cheltenham,Tenor Nivernais,Each Way,13,Win,TRUE
350,350,Tipster A,12/12/2015,Cheltenham,Final Nudge,Win,7.5,Lose,TRUE
351,351,Tipster A,12/12/2015,SouthWell,Grey Destiny,Win,5.5,Win,TRUE
352,352,Tipster A,13/12/2015,SouthWell,Penn Lane,Win,3,Lose,TRUE
353,353,Tipster A,13/12/2015,Navan,All You Need,Each Way,5,Lose,TRUE
354,354,Tipster A,13/12/2015,SouthWell,Ruby Rambler,Win,3.75,Win,TRUE
355,355,Tipster A,14/12/2015,Ffos Las,Never Equalled,Each Way,6,Win,TRUE
356,356,Tipster A,14/12/2015,Wolverhampton,Quality Song,Win,2.62,Lose,TRUE
357,357,Tipster A,15/12/2015,Kempton,Wharane,Each Way,12,Lose,TRUE
358,358,Tipster A,16/12/2015,Lingfield,Sacred Trust,Win,3.5,Lose,TRUE
359,359,Tipster A,16/12/2015,Ludlow,Double Shuffle,Win,5,Win,TRUE
360,360,Tipster A,16/12/2015,Lingfield,Sirens Cove,Win,5.5,Lose,TRUE
361,361,Tipster A,16/12/2015,Newbury,Big Chief Benny,Win,3.25,Lose,TRUE
362,362,Tipster A,16/12/2015,Kempton,Severini,Win,1.73,Win,TRUE
363,363,Tipster A,17/12/2015,Exeter,Kylemore Lough,Win,3,Win,TRUE
364,364,Tipster A,17/12/2015,Exeter,Our Cat,Win,5.5,Lose,TRUE
365,365,Tipster A,17/12/2015,SouthWell,Serenity Now,Each Way,4.33,Lose,TRUE
366,366,Tipster A,18/12/2015,Hamilton,Duke Des Champs,Each Way,7,Win,TRUE
367,367,Tipster A,18/12/2015,Wolverhampton,Take The Helm,Each Way,6,Win,TRUE
368,368,Tipster A,18/12/2015,Dundalk,Oscar Dominguez,Win,3.5,Win,TRUE
369,369,Tipster A,19/12/2015,Lingfield,Barye,Each Way,8,Win,TRUE
370,370,Tipster A,19/12/2015,Lingfield,Grendisar,Win,3.75,Lose,TRUE
371,371,Tipster A,19/12/2015,Ascot,Winner Massagot,Each Way,7,Lose,TRUE
372,372,Tipster A,20/12/2015,Fakenham,Wings Attract,Win,3.75,Lose,TRUE
373,373,Tipster A,20/12/2015,Lingfield,Koreen,Each Way,5,Lose,TRUE
374,374,Tipster A,21/12/2015,Lingfield,Warrantor,Win,5,Win,TRUE
375,375,Tipster A,21/12/2015,Chelmsford,Fast Sprite,Win,4,Lose,TRUE
376,376,Tipster A,22/12/2015,SouthWell,Yul Finegold,Win,3.5,Lose,TRUE
377,377,Tipster A,22/12/2015,Wolverhampton,Next Edition,Each Way,7,Lose,TRUE
378,378,Tipster A,26/12/2015,Leopardstown,Coney Island,Win,3,Win,TRUE
379,379,Tipster A,26/12/2015,Sedgefield,Bollin Ace,Each Way,5,Lose,TRUE
380,380,Tipster A,26/12/2015,Leopardstown,Dont Touch It,Win,4.5,Lose,TRUE
381,381,Tipster A,26/12/2015,Kempton,Open Eagle,Win,4.5,Lose,TRUE
382,382,Tipster A,26/12/2015,Wolverhampton,Horsted Keynes,Each Way,7,Lose,TRUE
383,383,Tipster A,26/12/2015,Leopardstown,Ttebbob,Win,5,Lose,TRUE
384,384,Tipster A,26/12/2015,Kempton,Matorico,Each Way,9,Lose,TRUE
385,385,Tipster A,27/12/2015,Kempton,Ar Mad,Win,4,Win,TRUE
386,386,Tipster A,27/12/2015,Leopardstown,Petit Mouchoir,Each Way,13,Win,TRUE
387,387,Tipster A,27/12/2015,Leopardstown,Woodland Opera,Each Way,8,Lose,TRUE
388,388,Tipster A,27/12/2015,Leopardstown,Rossvoss,Each Way,15,Lose,TRUE
389,389,Tipster A,27/12/2015,Kempton,Desert Queen,Win,2.75,Lose,TRUE
390,390,Tipster A,28/12/2015,Tipperary,Tippmanboy,Each Way,4.5,Lose,TRUE
391,391,Tipster A,28/12/2015,Leopardstown,Jimmy Two Times,Each Way,17,Lose,TRUE
392,392,Tipster A,28/12/2015,Lingfield,Gabrial The Hero,Each Way,8,Win,TRUE
393,393,Tipster A,28/12/2015,Lingfield,Spiritual Star,Each Way,10,Lose,TRUE
394,394,Tipster A,29/12/2015,SouthWell,Northside Prince,Each Way,10,Win,TRUE
395,395,Tipster A,29/12/2015,Longchamp,Go Long,Win,2.5,Lose,TRUE
396,396,Tipster A,29/12/2015,Doncaster,Kalane,Win,3.25,Lose,TRUE
397,397,Tipster A,30/12/2015,Lingfield,Archaic,Win,2.5,Lose,TRUE
398,398,Tipster A,30/12/2015,Haydock,Friendly Royal,Win,3.25,Lose,TRUE
399,399,Tipster A,30/12/2015,Haydock,Nansaroy,Win,2.38,Lose,TRUE
400,400,Tipster A,30/12/2015,Wolverhampton,Seraphima,Each Way,17,Lose,TRUE
401,401,Tipster A,31/12/2015,Lingfield,Ghost Train,Each Way,7,Win,TRUE
402,402,Tipster A,31/12/2015,Lingfield,Cambodia,Win,3.25,Lose,TRUE
403,403,Tipster A,31/12/2015,Punchestown,Ice Cool,Win,2.62,Win,TRUE
404,404,Tipster A,01/01/2016,Cheltenham,Preseli Rock,Each Way,13,Win,TRUE
405,405,Tipster A,01/01/2016,Cheltenham,Singlefarmpayment,Each Way,9,Win,TRUE
406,406,Tipster A,01/01/2016,Exeter,Winning Spark,Each Way,5,Lose,TRUE
407,407,Tipster A,02/01/2016,SouthWell,Crosse Fire,Each Way,4.5,Win,TRUE
408,408,Tipster A,02/01/2016,SouthWell,Two Moons,Each Way,5.5,Lose,TRUE
409,409,Tipster A,02/01/2016,Sandown,Arthurs Oak,Win,5,Lose,TRUE
410,410,Tipster A,02/01/2016,SouthWell,Shootingsta,Win,3.5,Lose,TRUE
411,411,Tipster A,02/01/2016,SouthWell,Grey Destiny,Win,3.25,Lose,TRUE
412,412,Tipster A,03/01/2016,Chelmsford,Money Team,Win,2.88,Win,TRUE
413,413,Tipster A,04/01/2016,Wolverhampton,Coreczka,Each Way,6.5,Lose,TRUE
414,414,Tipster A,05/01/2016,SouthWell,Patriotic,Win,2,Win,TRUE
415,415,Tipster A,05/01/2016,SouthWell,Westwood Hoe,Win,3.5,Lose,TRUE
416,416,Tipster A,05/01/2016,SouthWell,Swift Cedar,Win,3,Lose,TRUE
417,417,Tipster A,06/01/2016,Wolverhampton,Miss Understood,Each Way,4.5,Lose,TRUE
418,418,Tipster A,06/01/2016,Huntingdon,Qasser,Each Way,11,Lose,TRUE
419,419,Tipster A,06/01/2016,Wolverhampton,Lawyer,Each Way,5.5,Lose,TRUE
420,420,Tipster A,07/01/2016,Towcester,Happy Diva,Win,2.5,Lose,TRUE
421,421,Tipster A,07/01/2016,Meydan,Le Bernardin,Win,7,Win,TRUE
422,422,Tipster A,07/01/2016,Meydan,Surfer,Win,6,Lose,TRUE
423,423,Tipster A,07/01/2016,Meydan,One Man Band,Win,2.75,Win,TRUE
424,424,Tipster A,08/01/2016,Lingfield,Go Charlie,Each Way,8,Lose,TRUE
425,425,Tipster A,08/01/2016,Lingfield,Barye,Win,2.25,Win,TRUE
426,426,Tipster A,08/01/2016,Dundalk,Geological,Each Way,7,Win,TRUE
427,427,Tipster A,09/01/2016,Punchestown,Arctic Skipper,Win,3.25,Lose,TRUE
428,428,Tipster A,09/01/2016,Chepstow,Never Equalled,Each Way,7,Win,TRUE
429,429,Tipster A,09/01/2016,Chepstow,Mountainous,Win,10,Win,TRUE
430,430,Tipster A,09/01/2016,Chepstow,Cogry,Win,8,Lose,TRUE
431,431,Tipster A,09/01/2016,Punchestown,Diamoned King,Win,2.62,Win,TRUE
432,432,Tipster A,09/01/2016,Chepstow,Matchaway,Win,3,Lose,TRUE
433,433,Tipster A,10/01/2016,Fairyhouse,Tocororo,Win,2.62,Win,TRUE
434,434,Tipster A,10/01/2016,SouthWell,Philba,Win,4.5,Lose,TRUE
435,435,Tipster A,11/01/2016,Wolverhampton,Effusive,Win,2.1,Lose,TRUE
436,436,Tipster A,11/01/2016,Wolverhampton,Roman De Brut,Win,3.75,Lose,TRUE
437,437,Tipster A,11/01/2016,Kempton,Royal Normandy,Win,3.75,Lose,TRUE
438,438,Tipster A,12/01/2016,Lingfield,Red Rannagh,Win,7,Lose,TRUE
439,439,Tipster A,13/01/2016,Chelmsford,Money Team,Win,2.38,Lose,TRUE
440,440,Tipster A,13/01/2016,Taunton,Winning Spark,Each Way,6,Win,TRUE
441,441,Tipster A,13/01/2016,Kempton,Chookie Royale,Win,2.38,Win,TRUE
442,442,Tipster A,14/01/2016,Meydan,Muhtaram,Each Way,6.5,Lose,TRUE
443,443,Tipster A,14/01/2016,Chelmsford,San Quentin,Win,3.75,Win,TRUE
444,444,Tipster A,14/01/2016,Chelmsford,Steal The Scene,Each Way,4.33,Lose,TRUE
445,445,Tipster A,15/01/2016,Wolverhampton,Rich Again,Each Way,7.5,Lose,TRUE
446,446,Tipster A,15/01/2016,Wolverhampton,Believe It,Win,3.25,Lose,TRUE
447,447,Tipster A,16/01/2016,Warwick,Tullow Tonic,Each Way,6,Lose,TRUE
448,448,Tipster A,16/01/2016,Warwick,Kingscourt Native,Each Way,13,Lose,TRUE
449,449,Tipster A,16/01/2016,Warwick,Thomas Hobson,Win,6.5,Win,TRUE
450,450,Tipster A,16/01/2016,Naas,Joshua Lane,Each Way,12,Lose,TRUE
451,451,Tipster A,17/01/2016,Leopardstown,Our Duke,Win,3.5,Win,TRUE
452,452,Tipster A,17/01/2016,Leopardstown,Colla Pier,Each Way,21,Lose,TRUE
453,453,Tipster A,17/01/2016,Leopardstown,After Rain,Each Way,7,Lose,TRUE
454,454,Tipster A,17/01/2016,Kempton,Royal Normandy,Win,2.62,Lose,TRUE
455,455,Tipster A,18/01/2016,Wolverhampton,Go Charlie,Each Way,8.5,Lose,TRUE
456,456,Tipster A,19/01/2016,SouthWell,Boolass,Win,3.75,Lose,TRUE
457,457,Tipster A,19/01/2016,Ayr,Infrontofthejudge,Each Way,4,Lose,TRUE
458,458,Tipster A,19/01/2016,SouthWell,Kemsing,Win,2.88,Lose,TRUE
459,459,Tipster A,20/01/2016,Lingfield,Fearbuster,Win,2.25,Lose,TRUE
460,460,Tipster A,20/01/2016,Musselburgh,Teo Vivo,Win,10,Lose,TRUE
461,461,Tipster A,20/01/2016,Musselburgh,Zaidiyn,Win,4.5,Lose,TRUE
462,462,Tipster A,20/01/2016,Fairyhouse,Shannak,Win,2.75,Win,TRUE
463,463,Tipster A,21/01/2016,SouthWell,Greyfriarschorista,Win,3.5,Lose,TRUE
464,464,Tipster A,21/01/2016,Gowran Park,Mala Beach,Win,9,Lose,TRUE
465,465,Tipster A,21/01/2016,Galway,Gala Ball,Each Way,6,Win,TRUE
466,466,Tipster A,21/01/2016,Meydan,Keep In Line,Each Way,13,Lose,TRUE
467,467,Tipster A,22/01/2016,Market Rasen,Away For Slates,Each Way,5.5,Lose,TRUE
468,468,Tipster A,22/01/2016,Dundalk,Shinyhappyjohn,Each Way,7,Lose,TRUE
469,469,Tipster A,22/01/2016,Dundalk,Rose Angel,Win,3.25,Lose,TRUE
470,470,Tipster A,23/01/2016,Lingfield,Bromyard,Win,2.5,Win,TRUE
471,471,Tipster A,23/01/2016,Haydock,Itsafreebee,Win,6,Win,TRUE
472,472,Tipster A,23/01/2016,Haydock,Virak,Each Way,6.5,Win,TRUE
473,473,Tipster A,24/01/2016,Chelmsford,Kyllach Me,Win,2.5,Lose,TRUE
474,474,Tipster A,24/01/2016,Leopardstown,Eiri Na Casca,Each Way,8,Lose,TRUE
475,475,Tipster A,25/01/2016,Kempton,Opening Batsman,Each Way,5.5,Lose,TRUE
476,476,Tipster A,26/01/2016,SouthWell,Royal Marskell,Each Way,7.5,Lose,TRUE
477,477,Tipster A,26/01/2016,SouthWell,Mappin Time,Win,3.5,Lose,TRUE
478,478,Tipster A,26/01/2016,Wetherby,Ballybolley,Each Way,7.5,Win,TRUE
479,479,Tipster A,27/01/2016,Thurles,Exit Seven,Win,3.75,Lose,TRUE
480,480,Tipster A,27/01/2016,Cartmel,Cartographic,Win,2.38,Lose,TRUE
481,481,Tipster A,28/01/2016,SouthWell,Jaarih,Each Way,4.5,Win,TRUE
482,482,Tipster A,28/01/2016,Thurles,Driscough Boy,Win,5,Lose,TRUE
483,483,Tipster A,28/01/2016,Meydan,Divine,Each Way,5,Lose,TRUE
484,484,Tipster A,28/01/2016,Meydan,Bossy Guest,Each Way,13,Lose,TRUE
485,485,Tipster A,28/01/2016,Meydan,Emirates Skycargo,Each Way,7,Lose,TRUE
486,486,Tipster A,29/01/2016,Doncaster,Gonalston Cloud,Each Way,7.5,Win,TRUE
487,487,Tipster A,29/01/2016,Lingfield,Shirataki,Win,3.75,Lose,TRUE
488,488,Tipster A,29/01/2016,Huntingdon,At The Top,Win,2.5,Lose,TRUE
489,489,Tipster A,29/01/2016,Dundalk,Primo Uomo,Each Way,3.5,Lose,TRUE
490,490,Tipster A,30/01/2016,Doncaster,Mccabe Creek,Each Way,12,Win,TRUE
491,491,Tipster A,30/01/2016,Doncaster,Shaneshill,Win,2.88,Lose,TRUE
492,492,Tipster A,30/01/2016,Doncaster,Morning Run,Win,2.25,Lose,TRUE
493,493,Tipster A,30/01/2016,Hamilton,Champagne At Tara,Each Way,7,Lose,TRUE
494,494,Tipster A,31/01/2016,Sedgefield,Libby Mae,Win,3.5,Lose,TRUE
495,495,Tipster A,31/01/2016,Punchestown,Mall Dini,Each Way,7,Win,TRUE
496,496,Tipster A,31/01/2016,Punchestown,Riverside City,Win,5.5,Lose,TRUE
497,497,Tipster A,01/02/2016,Wolverhampton,Lady Fandango,Each Way,4.5,Lose,TRUE
498,498,Tipster A,01/02/2016,Plumpton,Get Ready Freddy,Each Way,10,Lose,TRUE
499,499,Tipster A,01/02/2016,Kempton,Head Space,Win,4.5,Lose,TRUE
500,500,Tipster A,02/02/2016,SouthWell,Northside Prince,Each Way,8,Win,TRUE
501,501,Tipster A,02/02/2016,SouthWell,Razin Hell,Each Way,5,Win,TRUE
502,502,Tipster A,03/02/2016,Down Royal,Mount Gunnery,Win,4,Lose,TRUE
503,503,Tipster A,03/02/2016,Down Royal,Peter From Paris,Win,11,Lose,TRUE
504,504,Tipster A,03/02/2016,Leicester,Brave Helios,Each Way,8,Lose,TRUE
505,505,Tipster A,03/02/2016,Ludlow,Hill Fort,Each Way,11,Lose,TRUE
506,506,Tipster A,04/02/2016,SouthWell,Major Muscari,Each Way,8.5,Lose,TRUE
507,507,Tipster A,04/02/2016,Meydan,Ertijaal,Win,2.38,Win,TRUE
508,508,Tipster A,04/02/2016,Meydan,Prayer For Relief,Each Way,7,Lose,TRUE
509,509,Tipster A,04/02/2016,Meydan,Le Bernadin,Win,5,Lose,TRUE
510,510,Tipster A,05/02/2016,Chepstow,Robin Of Locksley,Win,2.75,Lose,TRUE
511,511,Tipster A,05/02/2016,Lingfield,Project Bluebook,Win,3.25,Lose,TRUE
512,512,Tipster A,05/02/2016,Dundalk,Captain Midnight,Each Way,3.75,Lose,TRUE
513,513,Tipster A,05/02/2016,Wolverhampton,Qasser,Each Way,12,Lose,TRUE
514,514,Tipster A,06/02/2016,Goodwood,Good As Gold,Each Way,6.5,Lose,TRUE
515,515,Tipster A,06/02/2016,Sandown,Bristol De Mai,Win,2.62,Win,TRUE
516,516,Tipster A,06/02/2016,Lingfield,Grendisar,Each Way,5,Win,TRUE
517,517,Tipster A,06/02/2016,Sandown,Pinnacle Panda,Each Way,8,Win,TRUE
518,518,Tipster A,07/02/2016,Musselburgh,Full Shift,Each Way,4,Lose,TRUE
519,519,Tipster A,07/02/2016,Musselburgh,Shrewd,Each Way,7,Win,TRUE
520,520,Tipster A,08/02/2016,Wolverhampton,Binky Blue,Win,2.63,Lose,TRUE
521,521,Tipster A,09/02/2016,Market Rasen,Milly Baloo,Win,4,Lose,TRUE
522,522,Tipster A,09/02/2016,SouthWell,Clubland,Each Way,7,Win,TRUE
523,523,Tipster A,10/02/2016,SouthWell,Razin Hell,Win,2.75,Lose,TRUE
524,524,Tipster A,10/02/2016,Carlisle,Berkshire Downs,Win,3.25,Lose,TRUE
525,525,Tipster A,11/02/2016,Huntingdon,Baoulet Delaroque,Win,3,Win,TRUE
526,526,Tipster A,11/02/2016,Doncaster,Hollywoodien,Win,9,Lose,TRUE
527,527,Tipster A,11/02/2016,Meydan,Mujaarib,Each Way,7,Lose,TRUE
528,528,Tipster A,11/02/2016,Chelmsford,Welliesinthewater,Win,3,Lose,TRUE
529,529,Tipster A,12/02/2016,Wetherby,Lake View Lad,Win,3.5,Win,TRUE
530,530,Tipster A,12/02/2016,Kempton,Silvergrove,Win,4,Win,TRUE
531,531,Tipster A,12/02/2016,Dundalk,Enzani,Each Way,5,Lose,TRUE
532,532,Tipster A,13/02/2016,Newbury,Emerging Talent,Win,1.83,Lose,TRUE
533,533,Tipster A,13/02/2016,Newbury,Millanisi Boy,Each Way,6,Lose,TRUE
534,534,Tipster A,13/02/2016,Listowel,Blacklister,Win,2.62,Win,TRUE
535,535,Tipster A,13/02/2016,Newbury,Top Gamble,Win,4,Win,TRUE
536,536,Tipster A,13/02/2016,Warwick,Back By Midnight,Each Way,15,Lose,TRUE
537,537,Tipster A,14/02/2016,Exeter,West Approach,Each Way,9,Win,TRUE
538,538,Tipster A,14/02/2016,SouthWell,Moon River,Each Way,8,Win,TRUE
539,539,Tipster A,15/02/2016,Catterick,Gonalston Cloud,Win,3,Win,TRUE
540,540,Tipster A,15/02/2016,Catterick,Warrantor,Each Way,7,Lose,TRUE
541,541,Tipster A,15/02/2016,Wolverhampton,Elysian Prince,Each Way,6.5,Lose,TRUE
542,542,Tipster A,16/02/2016,SouthWell,Kemsing,Win,2.2,Win,TRUE
543,543,Tipster A,16/02/2016,Ayr,Yes Tom,Win,3.5,Lose,TRUE
544,544,Tipster A,17/02/2016,Towcester,Que Sera,Win,2.62,Lose,TRUE
545,545,Tipster A,17/02/2016,Towcester,Lakeshore Lady,Each Way,8,Lose,TRUE
546,546,Tipster A,17/02/2016,Lingfield,Arch Villain,Win,3,Win,TRUE
547,547,Tipster A,18/02/2016,Kelso,Road To Gold,Each Way,5,Win,TRUE
548,548,Tipster A,18/02/2016,Galway,Gallic Warrior,Win,2.1,Lose,TRUE
549,549,Tipster A,18/02/2016,Meydan,Fils Anges,Each Way,6.5,Win,TRUE
550,550,Tipster A,18/02/2016,Meydan,Roi De Vitesse,Each Way,15,Win,TRUE
551,551,Tipster A,18/02/2016,Meydan,Sir Maximillian,Each Way,11,Win,TRUE
552,552,Tipster A,18/02/2016,Meydan,Udododontu,Win,3.75,Lose,TRUE
553,553,Tipster A,19/02/2016,Sandown,Tara Flow,Win,5,Lose,TRUE
554,554,Tipster A,19/02/2016,Fakenham,Rock N Rhythm,Win,7.5,Lose,TRUE
555,555,Tipster A,19/02/2016,Dundalk,Coto,Each Way,8,Lose,TRUE
556,556,Tipster A,19/02/2016,Wolverhampton,Ikerrin Road,Each Way,5.5,Win,TRUE
557,557,Tipster A,20/02/2016,Haydock,Gas Line Boy,Win,6.5,Lose,TRUE
558,558,Tipster A,20/02/2016,Ascot,Royal Regatta,Each Way,10,Win,TRUE
559,559,Tipster A,20/02/2016,Ascot,Gran Turina,Each Way,9,Lose,TRUE
560,560,Tipster A,20/02/2016,Galway,Gala Ball,Win,2.1,Win,TRUE
561,561,Tipster A,21/02/2016,Aintree,Uaintseenothingyet,Win,3,Lose,TRUE
562,562,Tipster A,21/02/2016,Market Rasen,Secret Door,Win,2.75,Lose,TRUE
563,563,Tipster A,22/02/2016,Lingfield,Queen Aggie,Each Way,5.5,Lose,TRUE
564,564,Tipster A,22/02/2016,Wolverhampton,Royal Birth,Each Way,5.5,Lose,TRUE
565,565,Tipster A,23/02/2016,Taunton,Sonny The One,Win,3.25,Lose,TRUE
566,566,Tipster A,23/02/2016,Wolverhampton,Wolowitz,Win,3.5,Win,TRUE
567,567,Tipster A,24/02/2016,Lingfield,Believe It,Win,2.25,Win,TRUE
568,568,Tipster A,24/02/2016,Lingfield,Ruler Of The Nile,Win,2.38,Lose,TRUE
569,569,Tipster A,24/02/2016,Kempton,Mezmaar,Each Way,5.5,Lose,TRUE
570,570,Tipster A,25/02/2016,Meydan,Active Spirit,Win,3,Lose,TRUE
571,571,Tipster A,25/02/2016,Huntingdon,Hollow Blue Sky,Win,3.25,Lose,TRUE
572,572,Tipster A,25/02/2016,Sedgefield,Almost Gemini,Each Way,5,Win,TRUE
573,573,Tipster A,25/02/2016,Hamilton,Championship,Each Way,17,Lose,TRUE
574,574,Tipster A,25/02/2016,Meydan,Safety Check,Win,2.38,Win,TRUE
575,575,Tipster A,25/02/2016,Meydan,Naadir,Win,3.5,Lose,TRUE
576,576,Tipster A,26/02/2016,Warwick,Deep Trouble,Win,5,Lose,TRUE
577,577,Tipster A,26/02/2016,Dundalk,Brokopondo,Each Way,5.5,Lose,TRUE
578,578,Tipster A,26/02/2016,Dundalk,Ruby Gates,Win,3.25,Lose,TRUE
579,579,Tipster A,26/02/2016,Dundalk,Lex Talionis,Each Way,11,Win,TRUE
580,580,Tipster A,27/02/2016,Lingfield,Grendisar,Each Way,3.75,Win,TRUE
581,581,Tipster A,27/02/2016,Kempton,Viva Steve,Each Way,19,Lose,TRUE
582,582,Tipster A,27/02/2016,Navan,Eric Na Casa,Each Way,5,Lose,TRUE
583,583,Tipster A,27/02/2016,Kempton,Mccabe Creek,Each Way,10,Win,TRUE
584,584,Tipster A,27/02/2016,Chepstow,Oscar Sunset,Win,3.5,Lose,TRUE
585,585,Tipster A,28/02/2016,Fontwell,San Benedeto,Each Way,11,Win,TRUE
586,586,Tipster A,29/02/2016,Plumpton,Baratineur,Win,3.25,Win,TRUE
587,587,Tipster A,29/02/2016,Ayr,Takingrisks,Win,3.5,Lose,TRUE
588,588,Tipster A,01/03/2016,Catterick,General Mahler,Win,3.5,Lose,TRUE
589,589,Tipster A,01/03/2016,Lingfield,Blue Bounty,Each Way,4,Lose,TRUE
590,590,Tipster A,02/03/2016,Bangor,Not For You,Win,2.62,Lose,TRUE
591,591,Tipster A,02/03/2016,Wincanton,Somerset Jem,Each Way,7.5,Win,TRUE
592,592,Tipster A,02/03/2016,Wolverhampton,Foylesideview,Each Way,3.75,Lose,TRUE
593,593,Tipster A,02/03/2016,Wolverhampton,Project Bluebook,Win,2.37,Win,TRUE
594,594,Tipster A,02/03/2016,Kempton,Mystical Sapphire,Win,4.5,Lose,TRUE
595,595,Tipster A,03/03/2016,Ludlow,Hollywoodien,Win,4,Lose,TRUE
596,596,Tipster A,03/03/2016,Meydan,Pure Diamond,Each Way,6.5,Win,TRUE
597,597,Tipster A,03/03/2016,Meydan,Elleval,Each Way,7.5,Lose,TRUE
598,598,Tipster A,03/03/2016,Galway,Fingals Cave,Win,3.5,Lose,TRUE
599,599,Tipster A,04/03/2016,Newbury,Walking In The Air,Win,2.25,Lose,TRUE
600,600,Tipster A,04/03/2016,Lingfield,Clement,Each Way,5.5,Lose,TRUE
601,601,Tipster A,04/03/2016,Lingfield,The Magic Pencil,Each Way,4.5,Lose,TRUE
602,602,Tipster A,04/03/2016,Dundalk,Alnahar,Each Way,6.5,Win,TRUE
603,603,Tipster A,05/03/2016,Newbury,Rock Gone,Win,5,Lose,TRUE
604,604,Tipster A,05/03/2016,Galway,Gala Ball,Each Way,8.5,Win,TRUE
605,605,Tipster A,05/03/2016,Meydan,Faulkner,Each Way,9,Win,TRUE
606,606,Tipster A,05/03/2016,Lingfield,Jaadu,Each Way,41,Win,TRUE
607,607,Tipster A,06/03/2016,Naas,Attribution,Win,4.5,Lose,TRUE
608,608,Tipster A,06/03/2016,Naas,Katnap,Each Way,4.5,Lose,TRUE
609,609,Tipster A,07/03/2016,Wolverhampton,Mallymkun,Win,3.5,Lose,TRUE
610,610,Tipster A,07/03/2016,Wolverhampton,First Mohican,Each Way,5,Lose,TRUE
611,611,Tipster A,08/03/2016,SouthWell,Weald Of Kent,Win,2.88,Lose,TRUE
612,612,Tipster A,08/03/2016,Exeter,Sonny The One,Win,2.88,Lose,TRUE
